,sbj_id,id_learning_sen,target_order,complexity,target,n_of_fix,tot_dur_target,single_fix,gaze_dur_target
3116,26,8lf3,3,lf,vicraziaba,8,1377,,1098
3117,26,12sf8,2,sf,pubbanista,6,1288,,993
3118,26,2lf1,5,lf,zudulespa,4,790,,270
3119,26,2lf4,6,lf,zudulespa,3,560,189.0,189
3120,26,1hf3,4,hf,rugobondo,5,759,,422
3121,26,1hf6,5,hf,rugobondo,4,819,,415
3122,26,2lf7,7,lf,zudulespa,5,1189,,338
3123,26,16hf2,6,hf,cevecogno,9,2006,,736
3124,26,3sf8,4,sf,mudegenza,7,1336,165.0,165
3125,26,13hf8,3,hf,dorguvosto,5,1420,,686
3126,26,9sf8,3,sf,cettobiere:,7,1400,,544
3127,26,18sf3,5,sf,pobedismo,7,1407,139.0,139
3128,26,5lf2,4,lf,vutuvolmo,8,1341,,520
3129,26,7hf10,6,hf,clivunento,5,859,,237
3130,26,4hf10,5,hf,ceburenso,4,1073,81.0,81
3131,26,2lf8,8,lf,zudulespa:,6,1289,,222
3132,26,3sf4,5,sf,mudegenza,4,699,130.0,130
3133,26,1hf10,6,hf,rugobondo,4,985,201.0,201
3134,26,5lf8,5,lf,vutuvolmo,5,894,206.0,206
3135,26,10hf5,7,hf,cribotallo:,6,1126,,822
3136,26,4hf8,6,hf,ceburenso,5,701,,288
3137,26,14lf9,1,lf,slibadinna,5,1205,,1205
3138,26,18sf1,6,sf,pobedismo:,13,2456,,1565
3139,26,17lf1,4,lf,vugipepre,4,1205,493.0,493
3140,26,4hf7,7,hf,"ceburenso,",4,884,248.0,248
3141,26,17lf6,5,lf,vugipepre,4,544,192.0,192
3142,26,18sf7,7,sf,pobedismo,3,448,113.0,113
3143,26,2lf10,9,lf,zudulespa,4,878,224.0,224
3144,26,11lf7,2,lf,mernidasio,11,2458,,2214
3145,26,12sf5,3,sf,"pubbanista,",6,1199,,973
3146,26,6sf9,5,sf,"tobufizia,",5,1197,,694
3147,26,5lf5,6,lf,vutuvolmo,4,926,,437
3148,26,12sf6,4,sf,pubbanista,3,817,157.0,157
3149,26,11lf1,3,lf,mernidasio,9,1618,,544
3150,26,15sf4,4,sf,cridolario,7,1189,,200
3151,26,9sf5,4,sf,cettobiere,10,1753,101.0,101
3152,26,15sf7,5,sf,"cridolario,",5,925,170.0,170
3153,26,2lf5,10,lf,zudulespa,1,375,375.0,375
3154,26,13hf6,4,hf,dorguvosto,7,1376,,360
3155,26,3sf10,6,sf,mudegenza;,15,3344,149.0,149
3156,26,11lf9,4,lf,mernidasio,6,1299,,512
3157,26,18sf5,8,sf,pobedismo,4,1124,,443
3158,26,11lf8,5,lf,"mernidasio,",7,1200,,339
3159,26,8lf1,4,lf,"vicraziaba,",8,1470,,274
3160,26,4hf5,8,hf,"ceburenso,",5,1032,,351
3161,26,17lf9,6,lf,vugipepre,6,1154,,825
3162,26,12sf9,5,sf,pubbanista,1,191,191.0,191
3163,26,1hf7,7,hf,rugobondo,8,1765,,729
3164,26,5lf7,7,lf,vutuvolmo,6,929,,567
3165,26,15sf3,6,sf,cridolario,4,730,,456
3166,26,13hf7,5,hf,dorguvosto:,5,974,,608
3167,26,16hf5,7,hf,cevecogno,7,1338,125.0,125
3168,26,9sf10,5,sf,"cettobiere,",6,835,,835
3169,26,5lf4,8,lf,vutuvolmo,4,743,236.0,236
3170,26,17lf2,7,lf,vugipepre,5,865,157.0,157
3171,26,15sf9,7,sf,cridolario:,3,552,,250
3172,26,7hf1,7,hf,"clivunento,",4,974,,342
3173,26,11lf4,6,lf,"mernidasio,",4,858,,407
3174,26,6sf4,6,sf,tobufizia,4,811,214.0,214
3175,26,4hf2,9,hf,ceburenso,3,517,251.0,251
3176,26,16hf4,8,hf,"cevecogno,",5,1150,,1150
3177,26,1hf1,8,hf,"rugobondo,",1,217,217.0,217
3178,26,14lf5,2,lf,slobadinna,6,1236,,247
3179,26,14lf2,3,lf,slobadinna,7,1631,173.0,173
3180,26,9sf6,6,sf,"cettobiere,",6,935,,469
3181,26,8lf9,5,lf,vicraziaba,9,2049,,441
3182,26,18sf2,9,sf,pobedismo,6,1389,,666
3183,26,12sf3,6,sf,pubbanista,4,1102,,647
3184,26,15sf10,8,sf,cridolario,5,968,,253
3185,26,12sf2,7,sf,pubbanista,7,1522,217.0,217
3186,26,8lf10,6,lf,"vicraziaba,",5,841,,274
3187,26,8lf4,7,lf,vicraziaba,11,3224,147.0,147
3188,26,6sf6,7,sf,tobufizia,6,1177,,400
3189,26,10hf6,8,hf,cribotallo:,5,1050,,388
3190,26,15sf5,9,sf,cridolario,4,919,216.0,216
3191,26,3sf3,7,sf,"mudegenza,",8,1813,,522
3192,26,11lf2,7,lf,mernidasio,7,1523,211.0,211
3193,26,7hf7,8,hf,clivunento,5,1247,,369
3194,26,10hf8,9,hf,cribotallo,5,963,,446
3195,26,8lf5,8,lf,vicraziaba,8,1807,,424
3196,26,9sf3,7,sf,cettobiere,5,845,93.0,93
3197,26,16hf1,9,hf,"cevecogno,",3,631,,447
3198,26,9sf4,8,sf,"cettobiere,",5,803,,402
3199,26,9sf2,9,sf,cettobiere,2,429,164.0,164
3200,26,14lf1,4,lf,slobadinna:,7,1566,191.0,191
3201,26,13hf3,6,hf,dorguvosto,8,1804,411.0,411
3202,26,6sf2,8,sf,tobufizia,1,190,190.0,190
3203,26,14lf6,5,lf,slobadinna,5,1112,,566
3204,26,17lf4,8,lf,vugipepre,10,1771,,290
3205,26,15sf6,10,sf,cridolario,4,839,,352
3206,26,6sf8,9,sf,tobufizia,4,892,,411
3207,26,10hf4,10,hf,cribotallo,6,971,189.0,189
3208,26,16hf8,10,hf,cevecogno:,2,358,155.0,155
3209,26,3sf5,8,sf,mudegenza,4,924,,433
3210,26,18sf8,10,sf,pobedismo,5,883,151.0,151
3211,26,13hf4,7,hf,dorguvosto,8,1433,182.0,182
3212,26,12sf10,8,sf,pubbanista,2,333,,333
3213,26,14lf7,6,lf,slobadinna,4,843,190.0,190
3214,26,17lf5,9,lf,vugipepre,7,1157,202.0,202
3215,26,12sf4,9,sf,"pubbanista,",4,623,,240
3216,26,13hf10,8,hf,dorguvosto,6,1013,,216
3217,26,1hf4,9,hf,rugobondo,0,0,,0
3218,26,8lf8,9,lf,vicraziaba,7,1290,180.0,180
3219,26,17lf8,10,lf,vugipepre,2,400,200.0,200
3220,26,3sf6,9,sf,mudegenza,3,663,117.0,117
3221,26,6sf3,10,sf,tobufizia,5,904,,310
3222,26,13hf5,9,hf,"dorguvosto,",1,257,257.0,257
3223,26,5lf10,9,lf,vutuvolmo,6,1065,239.0,239
3224,26,14lf8,7,lf,slobadinna,4,845,,291
3225,26,8lf6,10,lf,"vicraziaba,",2,397,,397
3226,26,5lf9,10,lf,vutuvolmo,1,194,194.0,194
3227,26,11lf5,8,lf,mernidasio,5,953,119.0,119
3228,26,14lf3,8,lf,"slobadinna,",2,540,229.0,229
3229,26,12sf7,10,sf,pubbanista,2,427,214.0,214
3230,26,7hf8,9,hf,clivunento,4,801,221.0,221
3231,26,1hf5,10,hf,rugobondo,4,866,,306
3232,26,13hf2,10,hf,dorguvosto,4,1082,256.0,256
3233,26,4hf4,10,hf,ceburenso,3,535,206.0,206
3234,26,11lf3,9,lf,mernidasio,1,239,239.0,239
3235,26,7hf2,10,hf,"clivunento,",2,403,,403
3236,26,14lf10,9,lf,slobadinna,2,499,156.0,156
3237,26,11lf10,10,lf,mernidasio,6,1218,,331
3238,26,9sf7,10,sf,cettobiere,6,1026,,521
3239,26,3sf2,10,sf,mudegenza,2,388,263.0,263
3240,27,10lf1,1,lf,"cribotasio,",6,1404,,610
3241,27,12hf4,1,hf,"pubbanallo,",12,3466,,1469
3242,27,17sf4,1,sf,vugipismo,12,3049,,1829
3243,27,18hf3,1,hf,pobedogno,15,3445,,953
3244,27,5sf6,1,sf,vutuvizia,9,2207,,1494
3245,27,16lf10,1,lf,cevecepre,9,2818,,1446
3246,27,1lf9,1,lf,rugobespa,11,2743,,1212
3247,27,9hf3,1,hf,cettobento,11,2923,,878
3248,27,11sf7,1,sf,mernidista,9,2544,,1278
3249,27,5sf5,2,sf,vutuvizia,12,2960,158.0,158
3250,27,8sf3,1,sf,vicraziere,11,2616,,1232
3251,27,16lf5,2,lf,cevecepre,19,3230,,642
3252,27,8sf7,2,sf,"vicraziere,",14,2740,175.0,175
3253,27,4lf3,1,lf,ceburolmo,13,3775,,1644
3254,27,2sf5,1,sf,zudulenza,13,3168,,1017
3255,27,6hf10,1,hf,"tobufenso,",24,6271,233.0,233
3256,27,11sf10,2,sf,mernidista,8,2466,,1295
3257,27,10lf6,2,lf,cribotasio:,10,2030,,1333
3258,27,16lf7,3,lf,cevecepre,14,2624,,774
3259,27,13lf10,1,lf,dorguvinna,15,3559,,1610
3260,27,11sf4,3,sf,"mernidista,",4,844,,539
3261,27,4lf6,2,lf,ceburolmo,15,3350,,877
3262,27,14sf1,1,sf,slibadario:,20,4878,,1308
3263,27,7lf4,1,lf,clivuniaba,19,4892,,2393
3264,27,17sf6,2,sf,vugipismo,12,2444,,608
3265,27,10lf7,3,lf,cribotasio,10,2359,,708
3266,27,15hf1,1,hf,cridolosto,10,2550,,1506
3267,27,14sf8,2,sf,slibadario,5,890,,575
3268,27,14sf6,3,sf,slibadario,2,476,,476
3269,27,17sf8,3,sf,vugipismo,3,579,,579
3270,27,4lf8,3,lf,ceburolmo,14,3234,,767
3271,27,18hf7,2,hf,pobedogno,8,2245,,1111
3272,27,18hf2,3,hf,pobedogno,12,3135,253.0,253
3273,27,16lf6,4,lf,cevecepre,7,1327,,641
3274,27,6hf2,2,hf,tobufenso,10,2542,,1392
3275,27,10lf3,4,lf,"cribotasio,",3,747,,747
3276,27,4lf9,4,lf,ceburolmo,5,1339,,730
3277,27,2sf7,2,sf,zudulenza,14,2721,,830
3278,27,5sf1,3,sf,vutuvizia,6,1595,,770
3279,27,9hf5,2,hf,cettobento,7,1461,,705
3280,27,8sf10,3,sf,"vicraziere,",13,2837,172.0,172
3281,27,14sf2,4,sf,slibadario,9,1843,,719
3282,27,15hf5,2,hf,cridolosto,9,1906,279.0,279
3283,27,18hf9,4,hf,pobedogno,10,1816,348.0,348
3284,27,13lf4,2,lf,dorguvinna,15,3649,,2715
3285,27,2sf6,3,sf,zudulenza,9,2410,404.0,404
3286,27,16lf8,5,lf,cevecepre:,10,1782,,815
3287,27,12hf7,2,hf,pubbanallo,7,1399,269.0,269
3288,27,14sf5,5,sf,slibadario,2,386,,386
3289,27,5sf2,4,sf,vutuvizia,5,1464,,869
3290,27,2sf1,4,sf,zudulenza,5,1165,243.0,243
3291,27,17sf5,4,sf,vugipismo,4,948,,489
3292,27,3hf6,1,hf,mudegondo,5,1144,,310
3293,27,11sf2,4,sf,mernidista,4,1100,,588
3294,27,5sf3,5,sf,vutuvizia,6,998,194.0,194
3295,27,15hf2,3,hf,cridolosto,4,961,297.0,297
3296,27,1lf1,2,lf,"rugobespa,",5,1220,316.0,316
3297,27,12hf1,3,hf,pubbanallo,3,672,158.0,158
3298,27,13lf3,3,lf,dorguvinna,13,3552,,1176
3299,27,9hf10,3,hf,"cettobento,",7,1398,,1136
3300,27,10lf2,5,lf,cribotasio,4,905,,718
3301,27,13lf7,4,lf,dorguvinna:,8,2408,,1316
3302,27,15hf9,4,hf,cridolosto:,4,942,207.0,207
3303,27,9hf4,4,hf,"cettobento,",2,411,,411
3304,27,12hf5,4,hf,"pubbanallo,",9,1817,,958
3305,27,13lf6,5,lf,dorguvinna,4,1292,,953
3306,27,16lf9,6,lf,cevecepre,4,881,172.0,172
3307,27,3hf8,2,hf,mudegondo,7,2101,,799
3308,27,11sf8,5,sf,"mernidista,",1,382,382.0,382
3309,27,3hf1,3,hf,mudegondo,4,1197,,668
3310,27,18hf5,5,hf,pobedogno,11,2970,,2970
3311,27,15hf6,5,hf,cridolosto,4,1013,,1013
3312,27,12hf6,5,hf,pubbanallo,4,924,225.0,225
3313,27,7lf6,2,lf,clivuniaba,10,2348,,1556
3314,27,8sf5,4,sf,vicraziere,3,672,,672
3315,27,11sf6,6,sf,mernidista,3,513,,343
3316,27,7lf8,3,lf,clivuniaba,4,1015,,1015
3317,27,15hf8,6,hf,cridolosto,1,299,299.0,299
3318,27,16lf1,7,lf,"cevecepre,",2,639,,639
3319,27,6hf5,3,hf,tobufenso,6,1541,219.0,219
3320,27,2sf2,5,sf,zudulenza:,7,1449,178.0,178
3321,27,16lf4,8,lf,"cevecepre,",1,272,272.0,272
3322,27,10lf10,6,lf,cribotasio,7,1759,209.0,209
3323,27,14sf10,6,sf,slibadario,4,1141,,940
3324,27,1lf4,3,lf,rugobespa,6,1400,,908
3325,27,6hf6,4,hf,tobufenso,5,1188,204.0,204
3326,27,13lf9,6,lf,dorguvinna,5,1298,,899
3327,27,3hf10,4,hf,mudegondo;,9,2724,,2205
3328,27,18hf8,6,hf,pobedogno,6,2408,,1063
3329,27,18hf1,7,hf,pobedogno:,4,592,121.0,121
3330,27,7lf5,4,lf,clivuniaba,10,2664,,1085
3331,27,18hf4,8,hf,pobedogno,3,418,,321
3332,27,6hf8,5,hf,tobufenso,4,1578,597.0,597
3333,27,13lf1,7,lf,dorguvinna,2,398,246.0,246
3334,27,11sf3,7,sf,mernidista,3,695,,695
3335,27,14sf4,7,sf,slibadario,3,576,,576
3336,27,8sf4,5,sf,vicraziere,9,2377,,493
3337,27,1lf5,4,lf,rugobespa,7,1799,,418
3338,27,18hf6,9,hf,pobedogno,4,1323,260.0,260
3339,27,1lf8,5,lf,rugobespa:,10,3402,,1450
3340,27,11sf5,8,sf,mernidista,4,851,,851
3341,27,16lf2,9,lf,cevecepre,4,658,183.0,183
3342,27,5sf7,6,sf,vutuvizia,4,836,,603
3343,27,13lf5,8,lf,"dorguvinna,",1,327,327.0,327
3344,27,1lf3,6,lf,rugobespa,15,4389,,1042
3345,27,10lf4,7,lf,cribotasio,3,674,,359
3346,27,1lf7,7,lf,rugobespa,3,562,229.0,229
3347,27,11sf9,9,sf,mernidista,1,179,179.0,179
3348,27,9hf2,5,hf,cettobento,3,738,227.0,227
3349,27,13lf2,9,lf,dorguvinna,4,648,,648
3350,27,9hf7,6,hf,cettobento,4,955,,724
3351,27,4lf5,5,lf,"ceburolmo,",11,2804,247.0,247
3352,27,6hf3,6,hf,tobufenso,7,1461,,733
3353,27,3hf9,5,hf,mudegondo,8,2785,218.0,218
3354,27,5sf8,7,sf,vutuvizia,5,1112,,373
3355,27,17sf7,5,sf,"vugipismo,",5,1266,,735
3356,27,10lf5,8,lf,cribotasio:,2,540,,540
3357,27,4lf4,6,lf,ceburolmo,8,2092,,1012
3358,27,3hf3,6,hf,"mudegondo,",5,1071,,474
3359,27,6hf1,7,hf,tobufenso,5,1133,,1015
3360,27,3hf2,7,hf,mudegondo,2,373,,373
3361,27,1lf10,8,lf,rugobespa,11,3480,123.0,123
3362,27,9hf9,7,hf,"cettobento,",6,1536,,1536
3363,27,4lf7,7,lf,"ceburolmo,",12,2798,,1128
3364,27,15hf7,7,hf,"cridolosto,",2,705,,705
3365,27,17sf10,6,sf,vugipismo,3,581,209.0,209
3366,27,8sf2,6,sf,vicraziere,7,1815,,778
3367,27,7lf10,5,lf,clivuniaba,6,1259,,1103
3368,27,9hf6,8,hf,"cettobento,",4,633,,420
3369,27,2sf3,6,sf,zudulenza,5,1103,,1103
3370,27,17sf2,7,sf,vugipismo,4,949,,497
3371,27,5sf4,8,sf,vutuvizia,3,707,464.0,464
3372,27,9hf1,9,hf,"cettobento,",3,1050,,1050
3373,27,8sf6,7,sf,"vicraziere,",3,424,95.0,95
3374,27,7lf7,6,lf,clivuniaba,6,1308,220.0,220
3375,27,15hf10,8,hf,cridolosto,3,972,,489
3376,27,6hf7,8,hf,tobufenso,3,634,238.0,238
3377,27,3hf7,8,hf,mudegondo,4,852,,687
3378,27,2sf4,7,sf,zudulenza,7,1493,,292
3379,27,13lf8,10,lf,dorguvinna,4,1157,,806
3380,27,15hf3,9,hf,cridolosto,4,780,,399
3381,27,12hf8,6,hf,pubbanallo,4,862,,729
3382,27,18hf10,10,hf,pobedogno,7,2116,,574
3383,27,10lf9,9,lf,cribotasio:,7,1738,,1486
3384,27,14sf9,8,sf,slibadario,2,484,,484
3385,27,12hf3,7,hf,pubbanallo,3,449,,320
3386,27,17sf3,8,sf,vugipismo,2,489,,489
3387,27,14sf3,9,sf,"slibadario,",3,499,,499
3388,27,3hf4,9,hf,mudegondo,4,895,,482
3389,27,8sf8,8,sf,vicraziere,2,447,219.0,219
3390,27,12hf2,8,hf,pubbanallo,2,548,137.0,137
3391,27,17sf1,9,sf,vugipismo,3,817,,469
3392,27,8sf1,9,sf,"vicraziere,",4,939,86.0,86
3393,27,1lf2,9,lf,rugobespa,7,2076,,722
3394,27,2sf9,8,sf,zudulenza:,4,723,,723
3395,27,12hf10,9,hf,pubbanallo,1,397,397.0,397
3396,27,5sf9,9,sf,vutuvizia,4,863,118.0,118
3397,27,5sf10,10,sf,vutuvizia,2,379,,379
3398,27,16lf3,10,lf,cevecepre:,3,799,,799
3399,27,1lf6,10,lf,rugobespa,4,972,,720
3400,27,9hf8,10,hf,cettobento:,5,1023,,617
3401,27,7lf3,7,lf,clivuniaba,6,1456,,1456
3402,27,7lf1,8,lf,"clivuniaba,",3,426,,426
3403,27,4lf1,8,lf,ceburolmo,5,1050,,832
3404,27,4lf2,9,lf,ceburolmo,2,418,208.0,208
3405,27,4lf10,10,lf,ceburolmo,4,998,,570
3406,27,2sf8,9,sf,zudulenza:,1,207,207.0,207
3407,27,7lf2,9,lf,"clivuniaba,",4,1158,,1158
3408,27,8sf9,10,sf,vicraziere,3,877,,877
3409,27,6hf9,9,hf,"tobufenso,",6,1114,,1114
3410,27,15hf4,10,hf,cridolosto,3,698,,483
3411,27,7lf9,10,lf,clivuniaba,1,272,272.0,272
3412,27,6hf4,10,hf,tobufenso,4,956,,584
3413,27,3hf5,10,hf,mudegondo,4,1369,471.0,471
3414,27,11sf1,10,sf,mernidista,2,628,220.0,220
3415,27,2sf10,10,sf,zudulenza,5,1186,,552
3416,27,12hf9,10,hf,pubbanallo,4,992,203.0,203
3417,27,10lf8,10,lf,cribotasio,3,542,271.0,271
3418,27,14sf7,10,sf,slibadario,4,720,,720
3419,27,17sf9,10,sf,vugipismo,3,797,272.0,272
3420,28,7sf9,1,sf,clivuniere,11,2869,,2102
3421,28,1sf1,1,sf,"rugobenza,",8,2785,,1103
3422,28,17hf3,1,hf,vugipogno,11,3556,,1049
3423,28,10sf9,1,sf,cribotista:,18,4253,93.0,93
3424,28,13sf4,1,sf,dorguvario,14,3550,,1127
3425,28,7sf2,2,sf,"clivuniere,",8,1921,,1225
3426,28,1sf4,2,sf,rugobenza,6,1529,,858
3427,28,17hf10,2,hf,vugipogno,12,3267,,1053
3428,28,1sf8,3,sf,rugobenza:,6,1250,240.0,240
3429,28,12lf9,1,lf,pubbanasio,9,1908,248.0,248
3430,28,5hf3,1,hf,vutuvenso,8,2761,,912
3431,28,12lf4,2,lf,"pubbanasio,",6,1455,299.0,299
3432,28,17hf5,3,hf,vugipogno,4,1168,,1017
3433,28,14hf10,1,hf,slibadosto,7,2091,,1406
3434,28,18lf6,1,lf,pobedepre,16,4556,,274
3435,28,5hf10,2,hf,vutuvenso,9,1552,,722
3436,28,15lf10,1,lf,cridolinna,9,2803,,1247
3437,28,9lf1,1,lf,"cettobiaba,",12,3576,189.0,189
3438,28,5hf2,3,hf,vutuvenso,6,1298,,523
3439,28,12lf2,3,lf,pubbanasio,5,1201,,1017
3440,28,5hf7,4,hf,vutuvenso,4,1153,390.0,390
3441,28,16sf6,1,sf,cevecismo,7,2348,,1019
3442,28,18lf4,2,lf,pobedepre,11,3173,,779
3443,28,1sf3,4,sf,rugobenza,8,1603,,978
3444,28,5hf8,5,hf,vutuvenso,5,1284,168.0,168
3445,28,4sf1,1,sf,ceburizia,6,1521,,974
3446,28,15lf2,2,lf,cridolinna,6,1727,,486
3447,28,3lf5,1,lf,mudegespa,5,2175,,833
3448,28,11hf4,1,hf,"mernidallo,",16,4295,,2042
3449,28,3lf4,2,lf,mudegespa,9,2199,,747
3450,28,18lf9,3,lf,pobedepre,13,4649,,764
3451,28,5hf5,6,hf,vutuvenso,5,1721,,649
3452,28,11hf7,2,hf,mernidallo,14,3576,,497
3453,28,14hf8,2,hf,slibadosto,9,2593,,1584
3454,28,18lf1,4,lf,pobedepre:,14,4167,,1876
3455,28,9lf3,2,lf,cettobiaba,5,1422,,830
3456,28,8hf4,1,hf,vicrazento,11,2654,,802
3457,28,7sf6,3,sf,clivuniere,7,1784,,1305
3458,28,13sf1,2,sf,dorguvario,6,1896,,1229
3459,28,11hf2,3,hf,mernidallo,4,1455,,695
3460,28,2hf5,1,hf,zudulondo,10,2685,230.0,230
3461,28,17hf2,4,hf,vugipogno,6,1446,190.0,190
3462,28,17hf8,5,hf,vugipogno,2,477,,477
3463,28,6lf7,1,lf,tobufolmo,18,4661,,2498
3464,28,4sf6,2,sf,ceburizia,7,2105,,522
3465,28,15lf6,3,lf,cridolinna,5,1710,,457
3466,28,14hf1,3,hf,slibadosto:,5,1118,,1118
3467,28,1sf6,5,sf,rugobenza,4,1116,216.0,216
3468,28,15lf3,4,lf,cridolinna,7,2129,,665
3469,28,2hf10,2,hf,zudulondo,2,431,,431
3470,28,10sf8,2,sf,cribotista,1,201,201.0,201
3471,28,16sf9,2,sf,cevecismo,7,1547,,646
3472,28,17hf9,6,hf,vugipogno,3,895,,895
3473,28,3lf1,3,lf,mudegespa,4,1261,,1261
3474,28,17hf4,7,hf,vugipogno,3,1109,,1028
3475,28,4sf9,3,sf,ceburizia,2,700,537.0,537
3476,28,2hf3,3,hf,zudulondo,9,2406,,530
3477,28,9lf9,3,lf,"cettobiaba,",5,790,,790
3478,28,14hf4,4,hf,slibadosto,7,1975,,1515
3479,28,14hf3,5,hf,"slibadosto,",6,1000,,281
3480,28,18lf5,5,lf,pobedepre,4,1542,,721
3481,28,14hf2,6,hf,slibadosto,6,1199,214.0,214
3482,28,8hf6,2,hf,"vicrazento,",10,2393,,796
3483,28,8hf3,3,hf,vicrazento,9,3024,,1482
3484,28,5hf9,7,hf,vutuvenso,4,1351,,604
3485,28,9lf5,4,lf,cettobiaba,2,581,,581
3486,28,2hf6,4,hf,zudulondo,3,1041,139.0,139
3487,28,5hf6,8,hf,vutuvenso,3,605,,605
3488,28,12lf3,4,lf,pubbanasio,4,943,,555
3489,28,10sf1,3,sf,"cribotista,",3,882,,882
3490,28,14hf7,7,hf,slibadosto,3,588,,588
3491,28,13sf5,3,sf,"dorguvario,",9,2395,,802
3492,28,12lf6,5,lf,pubbanasio,2,301,,301
3493,28,9lf10,5,lf,"cettobiaba,",2,850,,850
3494,28,6lf8,2,lf,tobufolmo,9,2735,224.0,224
3495,28,2hf9,5,hf,zudulondo:,6,1780,,627
3496,28,12lf8,6,lf,pubbanasio,5,1345,,566
3497,28,7sf3,4,sf,clivuniere,6,1154,,606
3498,28,18lf3,6,lf,pobedepre,2,301,,301
3499,28,5hf4,9,hf,vutuvenso,4,880,,516
3500,28,15lf4,5,lf,cridolinna,3,1203,497.0,497
3501,28,1sf2,6,sf,rugobenza,6,2322,494.0,494
3502,28,8hf5,4,hf,vicrazento,5,1165,,663
3503,28,15lf9,6,lf,cridolinna:,2,920,490.0,490
3504,28,13sf2,4,sf,dorguvario,5,1245,,538
3505,28,8hf8,5,hf,vicrazento,5,1455,,747
3506,28,7sf5,5,sf,clivuniere,2,629,,629
3507,28,1sf9,7,sf,rugobenza,1,518,518.0,518
3508,28,6lf1,3,lf,tobufolmo,19,4988,,3551
3509,28,7sf1,6,sf,"clivuniere,",1,153,153.0,153
3510,28,12lf10,7,lf,pubbanasio,2,612,,612
3511,28,16sf2,3,sf,cevecismo,5,1208,,807
3512,28,9lf7,6,lf,cettobiaba,2,680,,680
3513,28,11hf3,4,hf,mernidallo,5,2241,,1697
3514,28,10sf3,4,sf,"cribotista,",4,1076,,1076
3515,28,4sf7,4,sf,"ceburizia,",8,2895,,596
3516,28,6lf9,4,lf,"tobufolmo,",7,2154,242.0,242
3517,28,4sf2,5,sf,ceburizia,2,409,,409
3518,28,11hf5,5,hf,mernidallo,3,675,,417
3519,28,2hf2,6,hf,zudulondo:,3,1294,714.0,714
3520,28,4sf5,6,sf,"ceburizia,",1,388,388.0,388
3521,28,7sf4,7,sf,clivuniere,2,619,,619
3522,28,6lf5,5,lf,tobufolmo,6,1324,363.0,363
3523,28,17hf6,8,hf,vugipogno,3,691,,691
3524,28,3lf8,4,lf,mudegespa,4,1317,,482
3525,28,11hf8,6,hf,"mernidallo,",5,1005,,729
3526,28,6lf2,6,lf,tobufolmo,13,2923,,498
3527,28,16sf1,4,sf,"cevecismo,",2,496,,496
3528,28,13sf10,5,sf,dorguvario,3,778,406.0,406
3529,28,13sf9,6,sf,dorguvario,2,641,336.0,336
3530,28,15lf5,7,lf,cridolinna,2,473,,473
3531,28,1sf10,8,sf,rugobenza,3,884,373.0,373
3532,28,12lf5,8,lf,"pubbanasio,",4,864,,483
3533,28,5hf1,10,hf,vutuvenso,3,701,,701
3534,28,11hf1,7,hf,mernidallo,2,483,,483
3535,28,9lf4,7,lf,"cettobiaba,",2,699,274.0,274
3536,28,8hf10,6,hf,"vicrazento,",4,959,,649
3537,28,11hf10,8,hf,mernidallo,2,556,,556
3538,28,10sf5,5,sf,cribotista:,2,542,,542
3539,28,12lf1,9,lf,pubbanasio,2,739,499.0,499
3540,28,18lf2,7,lf,pobedepre,2,637,165.0,165
3541,28,10sf10,6,sf,cribotista,1,305,305.0,305
3542,28,16sf3,5,sf,cevecismo:,2,449,,449
3543,28,2hf1,7,hf,zudulondo,2,501,,501
3544,28,15lf1,8,lf,cridolinna,2,499,,499
3545,28,14hf6,8,hf,slibadosto,2,614,,614
3546,28,16sf5,6,sf,cevecismo,1,298,298.0,298
3547,28,10sf6,7,sf,cribotista:,2,476,,476
3548,28,13sf7,7,sf,dorguvario:,2,668,,668
3549,28,14hf5,9,hf,slibadosto,2,456,,456
3550,28,10sf2,8,sf,cribotista,3,748,,748
3551,28,3lf7,5,lf,mudegespa,6,1431,,822
3552,28,18lf10,8,lf,pobedepre,9,2292,,343
3553,28,16sf4,7,sf,"cevecismo,",2,573,,573
3554,28,13sf8,8,sf,dorguvario,1,459,459.0,459
3555,28,10sf7,9,sf,cribotista,2,435,,435
3556,28,9lf8,8,lf,cettobiaba:,3,730,,730
3557,28,13sf3,9,sf,dorguvario,2,414,,414
3558,28,3lf3,6,lf,"mudegespa,",2,648,,648
3559,28,1sf5,9,sf,rugobenza,1,364,364.0,364
3560,28,2hf4,8,hf,zudulondo,3,675,167.0,167
3561,28,4sf4,7,sf,ceburizia,2,486,,486
3562,28,4sf10,8,sf,ceburizia,2,396,,396
3563,28,7sf8,8,sf,clivuniere,2,642,,642
3564,28,3lf10,7,lf,mudegespa;,5,1871,,1871
3565,28,16sf8,8,sf,cevecismo:,0,0,,0
3566,28,15lf8,9,lf,cridolinna,2,531,,531
3567,28,13sf6,10,sf,dorguvario,2,415,271.0,271
3568,28,18lf7,9,lf,pobedepre,3,1077,461.0,461
3569,28,2hf7,9,hf,zudulondo,8,3304,,493
3570,28,17hf7,9,hf,"vugipogno,",8,2215,,1237
3571,28,8hf1,7,hf,"vicrazento,",4,831,,596
3572,28,16sf7,9,sf,cevecismo,2,401,,401
3573,28,17hf1,10,hf,vugipogno,1,383,383.0,383
3574,28,10sf4,10,sf,cribotista,2,473,,473
3575,28,11hf9,9,hf,mernidallo,1,286,286.0,286
3576,28,14hf9,10,hf,slibadosto,1,342,342.0,342
